epicephala australis;epicephala australis
bacteria;bacteria
morelia amethistina;morelia amethistina
trombidiformes;trombidiformes
helix;helix
olibrus corticalis;olibrus corticalis
eurytoma atra;eurytoma atra
scabiosa columbaria;scabiosa columbaria
morone chrysops;morone chrysops
belenois java;belenois java
placophora;placophora
scapanus orarius;scapanus orarius
amelanchier sanguinea;amelanchier sanguinea
toxomerus occidentalis;toxomerus occidentalis
paullinia bracteosa;paullinia bracteosa
anoeconeossa miniatae;anoeconeossa miniatae
platygyna;platygyna
dorytomus tremulae;dorytomus tremulae
sempervivum montanum;sempervivum montanum
parnassius tianschanicus;parnassius tianschanicus
heterostemma;heterostemma
dioscorea oppositifolia;dioscorea oppositifolia
phyllastrephus albigularis;phyllastrephus albigularis
thunbergia alata;thunbergia alata
diabrotica virgifera virgifera;diabrotica virgifera virgifera
aguna albistria;aguna albistria
heraclia africana;heraclia africana
crepidacantha setigera;crepidacantha setigera
hylecoetus dermestoides;hylecoetus dermestoides
manihot glaziovii;manihot glaziovii
helictonema velutinum;helictonema velutinum
eteobalea;eteobalea
epinephelus;epinephelus
deeringia;deeringia
philydrum lanuginosum;philydrum lanuginosum
striga asiatica;striga asiatica
asbolus verrucosus;asbolus verrucosus
cambarus tenebrosus;cambarus tenebrosus
filatima ornatifimbriella;filatima ornatifimbriella
acorus;acorus
chariaspilates formosaria;chariaspilates formosaria
aphodius (eupleurus) subterraneus;aphodius (eupleurus) subterraneus
armillaria borealis;armillaria borealis
melobasis kaszabi;melobasis kaszabi
asclepias fascicularis;asclepias fascicularis
endophragmiella boothii;endophragmiella boothii
melanchroia chephise;melanchroia chephise
catoblepia orgetorix;catoblepia orgetorix
scolitantides orion;scolitantides orion
rathinda amor;rathinda amor
hymenocallis;hymenocallis
manduca sexta;manduca sexta
dicentra cucullaria;dicentra cucullaria
euschistus variolarius;euschistus variolarius
pseudozaphanera papyrocarpae;pseudozaphanera papyrocarpae
holomelina aurantiaca;holomelina aurantiaca
urothoe pulchella;urothoe pulchella
neogloboquadriana pachyderma;neogloboquadriana pachyderma
lerema accius;lerema accius
candalides margarita;candalides margarita
hypothyris lycaste;hypothyris lycaste
anthophora;anthophora
rhinoncus castor;rhinoncus castor
cynoscion nebulosus;cynoscion nebulosus
tolype dayi;tolype dayi
pollicipes;pollicipes
neptunia monosperma;neptunia monosperma
smyrna blomfildia;smyrna blomfildia
venturia crataegi;venturia crataegi
stichophthalma howqua;stichophthalma howqua
holocentridae;holocentridae
tinodes waeneri;tinodes waeneri
casbia;casbia
phyllota pleurandroides;phyllota pleurandroides
castiarina cinnamomea;castiarina cinnamomea
masticophis taeniatus;masticophis taeniatus
myiatropa;myiatropa
lasius alienus;lasius alienus
ziziphus abyssinica;ziziphus abyssinica
galerucella nymphaeae;galerucella nymphaeae
hymenarcys nervosa;hymenarcys nervosa
quinqueloculina seminulum;quinqueloculina seminulum
tubulicrinis medius;tubulicrinis medius
gnomonia salina;gnomonia salina
curtonotus aulicus;curtonotus aulicus
setina irrorella;setina irrorella
anomala dubia aenea;anomala dubia aenea
theagenes dichrous;theagenes dichrous
coluber;coluber
coccothraustes coccothraustes;coccothraustes coccothraustes
arocatus chiasmus;arocatus chiasmus
lacciferophaga;lacciferophaga
dactylaria fusiformis;dactylaria fusiformis
pantoporia consimilis;pantoporia consimilis
otophorus haemorrhoidalis;otophorus haemorrhoidalis
eublemma ornatula;eublemma ornatula
cryptodiaporthe castanea;cryptodiaporthe castanea
tabernaemontana;tabernaemontana
poecilia;poecilia
adelpha paraena;adelpha paraena
cylindropsis parvifolia;cylindropsis parvifolia
athyma cama;athyma cama
dixeia pigea;dixeia pigea
adenia penangiana;adenia penangiana
lochmaea suturalis;lochmaea suturalis
erioptera;erioptera
crassocephalum vitellinum;crassocephalum vitellinum
halicarcinus planatus;halicarcinus planatus
gutierrezia texana texana;gutierrezia texana texana
campylirhynchus;campylirhynchus
proliferodiscus pulveraceus;proliferodiscus pulveraceus
arborimus longicaudus;arborimus longicaudus
helioseris cucullata;helioseris cucullata
mylothris poppea;mylothris poppea
psathyrella orbitarum;psathyrella orbitarum
greta morgane;greta morgane
nabis flavomarginatus;nabis flavomarginatus
fulvia laevigata;fulvia laevigata
chen caerulescens;chen caerulescens
serolidae;serolidae
zerynthia caucasica;zerynthia caucasica
parethelcus pollinarius;parethelcus pollinarius
eucinostomus;eucinostomus
abaeis nicippe;abaeis nicippe
kriegeriella minuta;kriegeriella minuta
eurymeloides pulchra;eurymeloides pulchra
ceutorhynchus typhae;ceutorhynchus typhae
surendra quercetorum;surendra quercetorum
lymanopoda samius;lymanopoda samius
sericostoma;sericostoma
aplysina cauliformis;aplysina cauliformis
sitta pygmaea;sitta pygmaea
geissois biagiana;geissois biagiana
pluvialis squatarola;pluvialis squatarola
gaultheria humifusa;gaultheria humifusa
beaumontia;beaumontia
esenbeckia;esenbeckia
olyras insignis;olyras insignis
aphis;aphis
synodontidae;synodontidae
phoxocephalus;phoxocephalus
isokontae;isokontae
herpestes edwardsi;herpestes edwardsi
sistotrema hispanicum;sistotrema hispanicum
platyrhinoidis triseriata;platyrhinoidis triseriata
sison amomum;sison amomum
psylliodes chalcomera;psylliodes chalcomera
psathyrella fusca;psathyrella fusca
melanamphora spinifera;melanamphora spinifera
tringa;tringa
heliconius metharme;heliconius metharme
castilleja densiflora;castilleja densiflora
carex ovalis;carex ovalis
corynespora cespitosa;corynespora cespitosa
sitta;sitta
melastomataceae;melastomataceae
haloscatella;haloscatella
stylocheiron;stylocheiron
dichomeris;dichomeris
monoxia sordida;monoxia sordida
sundasciurus hippurus;sundasciurus hippurus
justicia californica;justicia californica
sesbania herbacea;sesbania herbacea
butia eriospatha;butia eriospatha
chalara kendrickii;chalara kendrickii
guarea tuisana;guarea tuisana
stenolechia bathrodyas;stenolechia bathrodyas
hypogeococcus pungens;hypogeococcus pungens
plukenetia verrucosa;plukenetia verrucosa
neopagetopsis ionah;neopagetopsis ionah
halichoeres semicinctus;halichoeres semicinctus
thauria aliris;thauria aliris
sphyrapicus varius;sphyrapicus varius
callirhoe leiocarpa;callirhoe leiocarpa
barentsia;barentsia
sphoeroides nephelus;sphoeroides nephelus
spharagemon campestris;spharagemon campestris
hargeria rapax;hargeria rapax
sterechinus neumayeri;sterechinus neumayeri
dermestes maculatus;dermestes maculatus
chytriomyces aureus;chytriomyces aureus
charaxes cithaeron;charaxes cithaeron
agathia laetata;agathia laetata
xenasma pulverulentum;xenasma pulverulentum
cinara fresai;cinara fresai
amsinckia;amsinckia
lerina incarnata;lerina incarnata
bucculatrix cuneigera;bucculatrix cuneigera
pterygosquilla armata;pterygosquilla armata
astrocaryum aculeatissimum;astrocaryum aculeatissimum
dasyfidonia avuncularia;dasyfidonia avuncularia
turbinidae;turbinidae
pseudochydorus globosus;pseudochydorus globosus
centistes ater;centistes ater
cephalotaxus sinensis;cephalotaxus sinensis
crematogaster pythia;crematogaster pythia
metroxylon;metroxylon
spizella pallida;spizella pallida
calocaris macandreae;calocaris macandreae
gymnocarpos decandrus;gymnocarpos decandrus
dactyloctenium;dactyloctenium
glaridothrips koptus;glaridothrips koptus
gibbovalva quadrifasciata;gibbovalva quadrifasciata
mycena septentrionalis;mycena septentrionalis
ihlea racovitzai;ihlea racovitzai
hellula undalis;hellula undalis
isodon trichocarpus;isodon trichocarpus
laminariales;laminariales
lampris guttatus;lampris guttatus
euander lacertosus;euander lacertosus
pseudolachnostylis;pseudolachnostylis
pyrisitia lisa lisa;pyrisitia lisa lisa
lumbriculidae;lumbriculidae
pseudopantilius ghaurii;pseudopantilius ghaurii
aeolothrips ericae;aeolothrips ericae
paulinia;paulinia
pseudodineura mentiens;pseudodineura mentiens
sarsiella;sarsiella
philopotamus;philopotamus
bromopsis erecta;bromopsis erecta
lonicera japonica;lonicera japonica
arrhenes dschilus;arrhenes dschilus
juncus articulatus;juncus articulatus
bucculatrix fatigatella;bucculatrix fatigatella
fusariella sarniensis;fusariella sarniensis
pontinus rathbuni;pontinus rathbuni
sciadopitys;sciadopitys
erysimum cheiri;erysimum cheiri
dictyosperma;dictyosperma
comactinia;comactinia
justicia magnifica;justicia magnifica
aethiopsestis;aethiopsestis
berries;berries
cis bilamellatus;cis bilamellatus
chrysopidae;chrysopidae
andraca bipunctata;andraca bipunctata
prochoerodes forficaria;prochoerodes forficaria
acalypha filiformis;acalypha filiformis
trewia;trewia
aloysia;aloysia
stellifer lanceolatus;stellifer lanceolatus
vitellaria paradoxa;vitellaria paradoxa
cargolia arana;cargolia arana
meligethes corvinus;meligethes corvinus
lobophora simsata;lobophora simsata
duboisia;duboisia
rhizoecus;rhizoecus
diaporthopsis angelicae;diaporthopsis angelicae
eretmopus;eretmopus
harpacticus chelifer;harpacticus chelifer
hypagyrtis piniata;hypagyrtis piniata
parrotia;parrotia
hemimycena epichloë;hemimycena epichloë
bromus vulgaris;bromus vulgaris
martes melampus;martes melampus
crangonyx gracilis;crangonyx gracilis
bufo bufo;bufo bufo
gliricidia;gliricidia
littorina scutulata;littorina scutulata
vicia cracca;vicia cracca
platyobria minima;platyobria minima
entada africana;entada africana
seynesiella juniperi;seynesiella juniperi
cinara (cupressobium) fresai;cinara (cupressobium) fresai
calocera cornea;calocera cornea
leptotrochila cerastiorum;leptotrochila cerastiorum
clavidisculum humuli;clavidisculum humuli
trimerotropis pallidipennis;trimerotropis pallidipennis
typocerus velutinus;typocerus velutinus
maera loveni;maera loveni
numeniastes;numeniastes
choristoneura longicellana;choristoneura longicellana
bicyclus martius;bicyclus martius
porifera;porifera
coryphaenoides filifer;coryphaenoides filifer
galgupha nitiduloides;galgupha nitiduloides
turritellidae;turritellidae
beloperone aurea;beloperone aurea
adinia xenica;adinia xenica
centaurea;centaurea
petrolisthes jugosus;petrolisthes jugosus
otiorhynchus (dorymerus) sulcatus;otiorhynchus (dorymerus) sulcatus
horaga onyx;horaga onyx
telphusa necromantis;telphusa necromantis
tyrrellia;tyrrellia
aloeides conradsi;aloeides conradsi
lachnum salicariae;lachnum salicariae
cymatia coleoptrata;cymatia coleoptrata
caracolus;caracolus
paraserianthes lophantha;paraserianthes lophantha
pyrenopeziza pastinacae;pyrenopeziza pastinacae
semophylax apicepuncta;semophylax apicepuncta
trichopisthia monteiroi;trichopisthia monteiroi
synchlora frondaria;synchlora frondaria
lachnolaimus maximus;lachnolaimus maximus
liopiophila varipes;liopiophila varipes
macrotyphula juncea;macrotyphula juncea
pythonides jovianus;pythonides jovianus
margaritaria;margaritaria
staehelina dubia;staehelina dubia
catarhoe cuculata;catarhoe cuculata
oncopsis;oncopsis
amblyscirtes aesculapius;amblyscirtes aesculapius
croitana croites;croitana croites
nephotettix virescens;nephotettix virescens
orcinus orca;orcinus orca
rhopalodia;rhopalodia
phoma thujana;phoma thujana
scapanus;scapanus
palaemonetes vulgaris;palaemonetes vulgaris
prosintis;prosintis
longitarsus kutscherae;longitarsus kutscherae
mandevilla karwinskii;mandevilla karwinskii
pachnaeus opalus;pachnaeus opalus
pachypappa;pachypappa
agrypnia;agrypnia
castiarina bifasciata;castiarina bifasciata
spuleria flavicaput;spuleria flavicaput
phytolacca;phytolacca
parnassius staudingeri;parnassius staudingeri
chionodes chrysopyla;chionodes chrysopyla
azalea;azalea
lindera glauca;lindera glauca
trichopterigia costipunctaria;trichopterigia costipunctaria
pseudotelphusa belangerella;pseudotelphusa belangerella
mitra barbadensis;mitra barbadensis
spondyliosoma cantharus;spondyliosoma cantharus
cosmosoma myrodora;cosmosoma myrodora
phalacrus politus;phalacrus politus
consul electra;consul electra
gunnessia;gunnessia
monoplex nicobaricus;monoplex nicobaricus
tanytarsus;tanytarsus
dasyatidae;dasyatidae
fenusa dohrnii;fenusa dohrnii
funchalia woodwardi;funchalia woodwardi
neomyrina nivea;neomyrina nivea
coelopidae;coelopidae
leucoagaricus ionidicolor;leucoagaricus ionidicolor
branta bernicla;branta bernicla
bemisia afer;bemisia afer
oecanthus;oecanthus
hemithea marina;hemithea marina
pica;pica
thracides;thracides
rhagoletis alternata;rhagoletis alternata
papilio cyproeofila;papilio cyproeofila
bsp.;bsp.
plantago lanceolata;plantago lanceolata
psallus (mesopsallus) ambiguus;psallus (mesopsallus) ambiguus
dolerus (dolerus) bajulus;dolerus (dolerus) bajulus
nemoria mimosaria;nemoria mimosaria
lycoperdon perlatum;lycoperdon perlatum
conifericoccus agathidis;conifericoccus agathidis
fusitriton oregonensis;fusitriton oregonensis
theope lycaenina;theope lycaenina
crambus;crambus
agrothereutes;agrothereutes
betulaphis brevipilosa;betulaphis brevipilosa
chaetocnema concinna;chaetocnema concinna
spathoglottis;spathoglottis
procellaria cinerea;procellaria cinerea
odontothrips phaleratus;odontothrips phaleratus
phoma mahoniae;phoma mahoniae
surirella;surirella
gyrosigma acuminatum;gyrosigma acuminatum
cephalophus dorsalis;cephalophus dorsalis
rhytisma andromedae;rhytisma andromedae
gibbera vaccinii;gibbera vaccinii
thyrostromella myriana;thyrostromella myriana
gilpinia hercyniae;gilpinia hercyniae
melanoplus gladstoni;melanoplus gladstoni
lytocaryum weddellianum;lytocaryum weddellianum
stenopodidae;stenopodidae
cyclotella;cyclotella
leuroglossus;leuroglossus
uromyces appendiculatus;uromyces appendiculatus
conocarpus;conocarpus
glycaspis aggregata;glycaspis aggregata
coridromius pilbarensis;coridromius pilbarensis
tragopogon;tragopogon
alcis angulifera;alcis angulifera
psilaster charcoti;psilaster charcoti
zaletta filda;zaletta filda
scarlet mite;scarlet mite
himacerus apterus;himacerus apterus
diaporthe circumscripta;diaporthe circumscripta
dyseriocrania griseocapitella;dyseriocrania griseocapitella
artemisia frigida;artemisia frigida
vicinothrips bullatus;vicinothrips bullatus
aleochara;aleochara
pogonatherum crinitum;pogonatherum crinitum
amauris niavius;amauris niavius
xylaria filiformis;xylaria filiformis
brachyglottia repandra;brachyglottia repandra
dasyscyphus occultus;dasyscyphus occultus
azanus mirza;azanus mirza
litobrenthia japonica;litobrenthia japonica
ozola;ozola
malacoctenus macropus;malacoctenus macropus
poroclinus;poroclinus
himasthla elongata;himasthla elongata
pisonia brunoniana;pisonia brunoniana
bactris tomentosa;bactris tomentosa
plantago helleri;plantago helleri
ophiomyia pulicaria;ophiomyia pulicaria
morpho rhetenor;morpho rhetenor
fallopia japonica;fallopia japonica
gastrophysa;gastrophysa
magdalis (odontomagdalis) armigera;magdalis (odontomagdalis) armigera
abrocoma bennettii;abrocoma bennettii
psoralea leucantha;psoralea leucantha
nematus ribesii;nematus ribesii
neomitranthes;neomitranthes
exelis pyrolaria;exelis pyrolaria
trichiosoma tibiale;trichiosoma tibiale
trachycarpus;trachycarpus
cucumaria frondosa;cucumaria frondosa
elephantorrhiza;elephantorrhiza
megaluropus agilis;megaluropus agilis
brachypodium sylvaticum;brachypodium sylvaticum
pestalotiopsis monochaetioides;pestalotiopsis monochaetioides
leucothoidae;leucothoidae
ischadium recurvum;ischadium recurvum
myroxylon balsamum;myroxylon balsamum
chelidonium majus;chelidonium majus
quercus variabilis;quercus variabilis
aonidiella comperei;aonidiella comperei
calamus calamus;calamus calamus
hades noctula;hades noctula
bidens cernua;bidens cernua
henosepilachna vigintioctopunctata;henosepilachna vigintioctopunctata
nepiesta;nepiesta
thespesia grandiflora;thespesia grandiflora
aedes squamiger;aedes squamiger
parnassius ariadne;parnassius ariadne
eleutherodactylus eneidae;eleutherodactylus eneidae
bonasa umbellus;bonasa umbellus
adamsia carciniopados;adamsia carciniopados
heliconius burneyi;heliconius burneyi
onthophagus pennsylvanicus;onthophagus pennsylvanicus
lenzites betulina;lenzites betulina
scolopendra alternans;scolopendra alternans
haploscoloplos foliosus;haploscoloplos foliosus
conus regius;conus regius
solidosagitta marri;solidosagitta marri
agrilus;agrilus
thyretes caffra;thyretes caffra
cofana spectra;cofana spectra
triplochiton;triplochiton
anadara notabilis;anadara notabilis
gobiomorphus breviceps;gobiomorphus breviceps
bubaloceros;bubaloceros
cryptopleurum vagans;cryptopleurum vagans
zera tetrastigma;zera tetrastigma
catopsilia scylla;catopsilia scylla
grahamiella dryadis;grahamiella dryadis
pleuronichthys decurrens;pleuronichthys decurrens
dodecatheon;dodecatheon
clinopodium acinos;clinopodium acinos
omphacodes;omphacodes
lachnum pteridialis;lachnum pteridialis
entoloma strigosissimum;entoloma strigosissimum
cryptocotyle lingua;cryptocotyle lingua
postia folliculocystidiata;postia folliculocystidiata
lentinellus ursinus;lentinellus ursinus
streptanthus hesperidis;streptanthus hesperidis
trisulcosporium acerinum;trisulcosporium acerinum
protomyctophum;protomyctophum
anacamptodes vellivolata;anacamptodes vellivolata
castiarina biguttata;castiarina biguttata
basidiodendron cinereum;basidiodendron cinereum
leptostales;leptostales
tetramesa brevicollis;tetramesa brevicollis
dipodomys heermanni;dipodomys heermanni
luperus longicornis;luperus longicornis
hydrocharis morsus-ranae;hydrocharis morsus-ranae
gerbera;gerbera
anolis equestris;anolis equestris
halleria;halleria
enoplops scapha;enoplops scapha
corethrella;corethrella
gonarcticus arcticus;gonarcticus arcticus
notomys mitchellii;notomys mitchellii
selago flanaganii;selago flanaganii
callixena versicolora;callixena versicolora
chrysocraspeda iole;chrysocraspeda iole
agromyza felleri;agromyza felleri
arctornis riguata;arctornis riguata
austranella congolensis;austranella congolensis
berchemia lineata;berchemia lineata
tristerix;tristerix
patalene olyzonaria;patalene olyzonaria
parornix kalmiella;parornix kalmiella
teldenia;teldenia
anthopleura elegantissima;anthopleura elegantissima
ageratina altissima;ageratina altissima
demetrias (demetrias) monostigma;demetrias (demetrias) monostigma
oedipodinae;oedipodinae
lachnum bicolor var. rubi;lachnum bicolor var. rubi
cupania;cupania
lomographa semiclarata;lomographa semiclarata
glycaspis whitei;glycaspis whitei
cloeon simile;cloeon simile
aythya valisineria;aythya valisineria
conocybe lenticulospora;conocybe lenticulospora
erebia epiphron;erebia epiphron
lepista flaccida;lepista flaccida
vettius tertianus;vettius tertianus
pritchardia;pritchardia
lamprolophus lithella;lamprolophus lithella
prismatolaimus intermedius;prismatolaimus intermedius
unkana ambasa;unkana ambasa
sthenopis argenteomaculatus;sthenopis argenteomaculatus
eucalyptus coccifera;eucalyptus coccifera
leptodora kindtii;leptodora kindtii
doodia media;doodia media
blastodacna atra;blastodacna atra
corvomyenia everetti;corvomyenia everetti
gymnopilus liquiritiae;gymnopilus liquiritiae
hypochnicium bombycinum;hypochnicium bombycinum
saxicoloides fulicata;saxicoloides fulicata
adra;adra
phoma sydowii non phoma senecionis syd. & p. syd., 1899;phoma sydowii non phoma senecionis syd. & p. syd., 1899
pisonia;pisonia
zenophassus;zenophassus
mesopolobus albitarsus;mesopolobus albitarsus
ennomos quercaria;ennomos quercaria
myopsocidae;myopsocidae
trachinotus paitensis;trachinotus paitensis
tarache;tarache
columbina inca;columbina inca
pinnularia quadratarea;pinnularia quadratarea
ovalipes catharus;ovalipes catharus
obetia tenax;obetia tenax
balaena mysticetus;balaena mysticetus
euptera elabontas;euptera elabontas
molva molva;molva molva
aspidistra lurida;aspidistra lurida
haemulon parra;haemulon parra
acronychia pedunculata;acronychia pedunculata
friesodielsia;friesodielsia
pseudopleuronectes;pseudopleuronectes
collix;collix
pseudopterogorgia americana;pseudopterogorgia americana
rhinanthus;rhinanthus
castiarina kiatae;castiarina kiatae
didymella caricis;didymella caricis
hypocrea aureoviridis;hypocrea aureoviridis
agromyza mobilis;agromyza mobilis
rhododendron campylocarpum;rhododendron campylocarpum
asterocampa clyton;asterocampa clyton
prosthemadera novaeseelandiae novaeseelandiae;prosthemadera novaeseelandiae novaeseelandiae
alternanthera;alternanthera
hyphoderma albocremeum;hyphoderma albocremeum
hymenosoma;hymenosoma
baeckea pentagonantha;baeckea pentagonantha
hyphaene thebaica;hyphaene thebaica
mytilinidion mytilinellum;mytilinidion mytilinellum
oxus;oxus
pagurus cuanensis;pagurus cuanensis
chironomus;chironomus
telphusa;telphusa
dumontia;dumontia
sitobion avenae;sitobion avenae
piona variabilis;piona variabilis
brachmia;brachmia
paleonemertea;paleonemertea
molinia;molinia
ypthima arctous;ypthima arctous
melitaea aetherie;melitaea aetherie
omocena;omocena
pyrgus melotis;pyrgus melotis
euproctis fraterna;euproctis fraterna
pleurotus ostreatus;pleurotus ostreatus
thanatephorus ochraceus;thanatephorus ochraceus
gymnoscopelus piabilis;gymnoscopelus piabilis
commelina africana;commelina africana
typhula brunneola;typhula brunneola
peniophora limitata;peniophora limitata
bucculatrix enceliae;bucculatrix enceliae
polycheria kergueleni;polycheria kergueleni
olivella;olivella
hexacorallia;hexacorallia
microcalicha sordida;microcalicha sordida
polydrusus (eustolus) flavipes;polydrusus (eustolus) flavipes
gazella;gazella
largus cinctus;largus cinctus
longitarsus succineus;longitarsus succineus
chlamys;chlamys
luzula sylvatica;luzula sylvatica
eriostemon;eriostemon
lutjanus;lutjanus
archidendron grandiflorum;archidendron grandiflorum
ceraceomyces sublaevis;ceraceomyces sublaevis
epicephala;epicephala
xanthorhoe labradorensis;xanthorhoe labradorensis
plectrocnemia geniculata;plectrocnemia geniculata
carcharhinus falciformis;carcharhinus falciformis
baetidae;baetidae
muntingia;muntingia
ephemerella;ephemerella
epeolus;epeolus
glycaspis kurrajongensis;glycaspis kurrajongensis
ipo pellucida;ipo pellucida
otiorhynchus (otiorhynchus) clavipes;otiorhynchus (otiorhynchus) clavipes
choaspes benjaminii;choaspes benjaminii
melanerpes lewis;melanerpes lewis
ennomos fuscantarius;ennomos fuscantarius
empidonax oberholseri;empidonax oberholseri
populus koreana;populus koreana
pachyprotasis antennata;pachyprotasis antennata
pandalus borealis;pandalus borealis
xestobium rufovillosum;xestobium rufovillosum
cremastobombycia grindeliella;cremastobombycia grindeliella
hennemannia alveare;hennemannia alveare
truncatothrips terryae;truncatothrips terryae
cnestis;cnestis
tabanus;tabanus
caenis luctuosa;caenis luctuosa
hymenorus;hymenorus
phalanger lullulae;phalanger lullulae
brillantaisia owariensis;brillantaisia owariensis
dictamnus albus;dictamnus albus
brotula barbata;brotula barbata
reinhardtius evermanni;reinhardtius evermanni
paropta;paropta
blumeriella jaapii;blumeriella jaapii
arenicola cristata;arenicola cristata
philaethria dido;philaethria dido
agrodiaetus damone;agrodiaetus damone
culex erraticus;culex erraticus
antennarius multiocellatus;antennarius multiocellatus
pareques umbrosus;pareques umbrosus
leipoxais rufobrunnea;leipoxais rufobrunnea
crateva adansonii;crateva adansonii
lycopodium annotinum;lycopodium annotinum
nomeus gronovii;nomeus gronovii
hesperilla chrysotricha;hesperilla chrysotricha
phyciodes vesta;phyciodes vesta
pantherodes;pantherodes
thuja plicata;thuja plicata
salix babylonica;salix babylonica
glycaspis cellula;glycaspis cellula
papaver somniferum;papaver somniferum
pediobius calamagrostidis;pediobius calamagrostidis
semnostoma;semnostoma
contopus virens;contopus virens
gaidropsarus;gaidropsarus
hirundo rustica;hirundo rustica
tamias striatus;tamias striatus
dactylethrella;dactylethrella
hypatima excellentella;hypatima excellentella
mechanitis polymnia;mechanitis polymnia
clevelandia;clevelandia
platarctia parthenos;platarctia parthenos
diogenidae;diogenidae
opalia hotessieriana;opalia hotessieriana
cremaspora triflora;cremaspora triflora
saperda;saperda
philotiella speciosa;philotiella speciosa
morenoina paludosa;morenoina paludosa
achirus;achirus
cryptandra tomentosa;cryptandra tomentosa
papyridea soleniformis;papyridea soleniformis
hypodryas cynthia;hypodryas cynthia
berkheya;berkheya
lepiota cortinarius var. cortinarius;lepiota cortinarius var. cortinarius
sebastiania;sebastiania
staurocucumis turqueti;staurocucumis turqueti
brachygonus ruficeps;brachygonus ruficeps
phacidium vaccinii;phacidium vaccinii
micrenophrys lilljeborgii;micrenophrys lilljeborgii
pinnularia cf. gibba;pinnularia cf. gibba
palafoxia hookeriana;palafoxia hookeriana
angraecum distichum;angraecum distichum
problepsis delphiaria;problepsis delphiaria
berzelia lanuginosa;berzelia lanuginosa
cyrtopogon bimacula;cyrtopogon bimacula
monalocoris (monalocoris) filicis;monalocoris (monalocoris) filicis
doratifera casta;doratifera casta
blastobasis yuccaecolella;blastobasis yuccaecolella
stenopterapion (stenopterapion) intermedium;stenopterapion (stenopterapion) intermedium
aphthona lutescens;aphthona lutescens
acompus pallipes;acompus pallipes
trechispora fastidiosa;trechispora fastidiosa
misumena vatia;misumena vatia
hypothyris fluonia;hypothyris fluonia
cephaloscypha mairei;cephaloscypha mairei
mycena clavularis;mycena clavularis
nemertites;nemertites
nabis americoferus;nabis americoferus
pericalymma ellipticum;pericalymma ellipticum
selaginella labordei;selaginella labordei
cossura longocirrata;cossura longocirrata
leucoma salicis;leucoma salicis
neomysis;neomysis
samanea dinklagei;samanea dinklagei
urechis caupo;urechis caupo
quadrigula;quadrigula
erysimum hieraciifolium;erysimum hieraciifolium
laburnum;laburnum
lepus capensis;lepus capensis
exochomus quadripustulatus;exochomus quadripustulatus
melosira italica;melosira italica
capra walie;capra walie
telmatophilus sparganii;telmatophilus sparganii
hemilucilia segmentaria;hemilucilia segmentaria
calamus arctifrons;calamus arctifrons
bryotropha terrella;bryotropha terrella
rodwayella sessilis;rodwayella sessilis
rorippa nasturtium-aquaticum;rorippa nasturtium-aquaticum
cnicus benedictus;cnicus benedictus
agrotis subterranea;agrotis subterranea
gleditsia fera;gleditsia fera
succisa pratensis;succisa pratensis
taricha granulosa;taricha granulosa
psephenus;psephenus
morpheis;morpheis
myrianida quindecimdentata;myrianida quindecimdentata
culiseta annulata;culiseta annulata
tachymenis peruviana;tachymenis peruviana
polanisia;polanisia
arge ochropus;arge ochropus
prunus caudata;prunus caudata
kunzea ambigua;kunzea ambigua
schizaphis;schizaphis
pagurus samuelis;pagurus samuelis
berytinus (berytinus) signoreti;berytinus (berytinus) signoreti
hippocampus zosterae;hippocampus zosterae
amblytelinae;amblytelinae
gastropacha quercifolia;gastropacha quercifolia
swainsona;swainsona
calamagrostis epigejos;calamagrostis epigejos
rhodymenia pacifica;rhodymenia pacifica
eunectes;eunectes
systasis encyrtoides;systasis encyrtoides
pediobius phalaridis;pediobius phalaridis
jana tantalus;jana tantalus
colophospermum mopane;colophospermum mopane
hemionitis;hemionitis
besma endropiaria;besma endropiaria
corbicula madagascariensis;corbicula madagascariensis
fabricia;fabricia
synale hylaspes;synale hylaspes
tanymecus palliatus;tanymecus palliatus
omophron nitidus;omophron nitidus
bouea oppositifolia;bouea oppositifolia
oxyomus;oxyomus
dynaspidiotus tsugae;dynaspidiotus tsugae
acraea asema;acraea asema
glyptonotus antarcticus;glyptonotus antarcticus
salmacina tribranchiata;salmacina tribranchiata
mercurialis annua;mercurialis annua
castiarina galactica;castiarina galactica
henoticus serratus;henoticus serratus
eunicidae;eunicidae
thosea sinensis;thosea sinensis
melanotus;melanotus
rhoicosphenia curvata;rhoicosphenia curvata
anodonta;anodonta
pycnopodia helianthoides;pycnopodia helianthoides
carex alopecoidea;carex alopecoidea
coleocerus;coleocerus
pelosia muscerda;pelosia muscerda
axonopus compressus;axonopus compressus
cryptaciura rotundiventris;cryptaciura rotundiventris
juncaceae;juncaceae
caulerpa;caulerpa
macrophoma cylindrospora arbuti;macrophoma cylindrospora arbuti
pristiphora (lygaeotus) mollis;pristiphora (lygaeotus) mollis
pholiota heteroclita;pholiota heteroclita
phoebis philea;phoebis philea
chloropteryx tepperaria;chloropteryx tepperaria
cucujidae;cucujidae
physeter macrocephalus;physeter macrocephalus
castiarina zecki;castiarina zecki
murdannia nudiflora;murdannia nudiflora
carmona microphylla;carmona microphylla
hyphodontia pruni;hyphodontia pruni
paramacrolobium;paramacrolobium
bythocythere;bythocythere
tsitana tsita;tsitana tsita
polyporales;polyporales
idiochlora celataria;idiochlora celataria
carposina eriphylla;carposina eriphylla
atheresthes evermanni;atheresthes evermanni
rallidae;rallidae
